Lat,Long,Date,Confirmed,Death,State
53.7609,-98.8139,2020-03-26,36,0,Manitoba
53.7609,-98.8139,2020-03-27,39,1,Manitoba
53.7609,-98.8139,2020-03-28,64,1,Manitoba
53.7609,-98.8139,2020-03-29,72,1,Manitoba
53.7609,-98.8139,2020-03-30,96,1,Manitoba
53.7609,-98.8139,2020-03-31,103,1,Manitoba
53.7609,-98.8139,2020-04-01,127,1,Manitoba
53.7609,-98.8139,2020-04-02,167,1,Manitoba
53.7609,-98.8139,2020-04-03,182,2,Manitoba
53.7609,-98.8139,2020-04-04,182,2,Manitoba
53.7609,-98.8139,2020-04-05,203,2,Manitoba
53.7609,-98.8139,2020-04-06,203,2,Manitoba
53.7609,-98.8139,2020-04-07,217,3,Manitoba
53.7609,-98.8139,2020-04-08,217,3,Manitoba
53.7609,-98.8139,2020-04-09,221,3,Manitoba
53.7609,-98.8139,2020-04-10,230,3,Manitoba
53.7609,-98.8139,2020-04-11,243,4,Manitoba
53.7609,-98.8139,2020-04-12,242,4,Manitoba
53.7609,-98.8139,2020-04-13,246,4,Manitoba
53.7609,-98.8139,2020-04-14,246,4,Manitoba
53.7609,-98.8139,2020-04-15,246,5,Manitoba
53.7609,-98.8139,2020-04-16,250,5,Manitoba
53.7609,-98.8139,2020-04-17,250,5,Manitoba
53.7609,-98.8139,2020-04-18,253,5,Manitoba
53.7609,-98.8139,2020-04-19,254,5,Manitoba
53.7609,-98.8139,2020-04-20,254,6,Manitoba
53.7609,-98.8139,2020-04-21,255,6,Manitoba
53.7609,-98.8139,2020-04-22,257,6,Manitoba
53.7609,-98.8139,2020-04-23,262,6,Manitoba
53.7609,-98.8139,2020-04-24,263,6,Manitoba
53.7609,-98.8139,2020-04-25,267,6,Manitoba
53.7609,-98.8139,2020-04-26,271,6,Manitoba
53.7609,-98.8139,2020-04-27,273,6,Manitoba
53.7609,-98.8139,2020-04-28,273,6,Manitoba
53.7609,-98.8139,2020-04-29,275,6,Manitoba
53.7609,-98.8139,2020-04-30,277,6,Manitoba
53.7609,-98.8139,2020-05-01,281,6,Manitoba
53.7609,-98.8139,2020-05-02,282,6,Manitoba
53.7609,-98.8139,2020-05-03,282,6,Manitoba
53.7609,-98.8139,2020-05-04,283,6,Manitoba
53.7609,-98.8139,2020-05-05,284,7,Manitoba
53.7609,-98.8139,2020-05-06,286,7,Manitoba
53.7609,-98.8139,2020-05-07,283,7,Manitoba
53.7609,-98.8139,2020-05-08,284,7,Manitoba
53.7609,-98.8139,2020-05-09,284,7,Manitoba
53.7609,-98.8139,2020-05-10,287,7,Manitoba
53.7609,-98.8139,2020-05-11,289,7,Manitoba
53.7609,-98.8139,2020-05-12,290,7,Manitoba
53.7609,-98.8139,2020-05-13,290,7,Manitoba
53.7609,-98.8139,2020-05-14,289,7,Manitoba
53.7609,-98.8139,2020-05-15,289,7,Manitoba
53.7609,-98.8139,2020-05-16,289,7,Manitoba
53.7609,-98.8139,2020-05-17,289,7,Manitoba
53.7609,-98.8139,2020-05-18,290,7,Manitoba
53.7609,-98.8139,2020-05-19,290,7,Manitoba
53.7609,-98.8139,2020-05-20,290,7,Manitoba
53.7609,-98.8139,2020-05-21,290,7,Manitoba
53.7609,-98.8139,2020-05-22,292,7,Manitoba
53.7609,-98.8139,2020-05-23,292,7,Manitoba
53.7609,-98.8139,2020-05-24,292,7,Manitoba
53.7609,-98.8139,2020-05-25,292,7,Manitoba
53.7609,-98.8139,2020-05-26,292,7,Manitoba
53.7609,-98.8139,2020-05-27,292,7,Manitoba
53.7609,-98.8139,2020-05-28,294,7,Manitoba
53.7609,-98.8139,2020-05-29,294,7,Manitoba
53.7609,-98.8139,2020-05-30,294,7,Manitoba
53.7609,-98.8139,2020-05-31,295,7,Manitoba
53.7609,-98.8139,2020-06-01,295,7,Manitoba
53.7609,-98.8139,2020-06-02,297,7,Manitoba
53.7609,-98.8139,2020-06-03,298,7,Manitoba
53.7609,-98.8139,2020-06-04,298,7,Manitoba
53.7609,-98.8139,2020-06-05,300,7,Manitoba
53.7609,-98.8139,2020-06-06,300,7,Manitoba
53.7609,-98.8139,2020-06-07,300,7,Manitoba
53.7609,-98.8139,2020-06-08,300,7,Manitoba
53.7609,-98.8139,2020-06-09,300,7,Manitoba
53.7609,-98.8139,2020-06-10,300,7,Manitoba
53.7609,-98.8139,2020-06-11,300,7,Manitoba
53.7609,-98.8139,2020-06-12,301,7,Manitoba
53.7609,-98.8139,2020-06-13,303,7,Manitoba
53.7609,-98.8139,2020-06-14,304,7,Manitoba
53.7609,-98.8139,2020-06-15,304,7,Manitoba
53.7609,-98.8139,2020-06-16,304,7,Manitoba
53.7609,-98.8139,2020-06-17,306,7,Manitoba
53.7609,-98.8139,2020-06-18,308,7,Manitoba
53.7609,-98.8139,2020-06-19,311,7,Manitoba
53.7609,-98.8139,2020-06-20,313,7,Manitoba
53.7609,-98.8139,2020-06-21,313,7,Manitoba
53.7609,-98.8139,2020-06-22,314,7,Manitoba
46.5653,-66.4619,2020-01-22,0,0,New Brunswick
46.5653,-66.4619,2020-01-23,0,0,New Brunswick
46.5653,-66.4619,2020-01-24,0,0,New Brunswick
46.5653,-66.4619,2020-01-25,0,0,New Brunswick
46.5653,-66.4619,2020-01-26,0,0,New Brunswick
46.5653,-66.4619,2020-01-27,0,0,New Brunswick
46.5653,-66.4619,2020-01-28,0,0,New Brunswick
46.5653,-66.4619,2020-01-29,0,0,New Brunswick
46.5653,-66.4619,2020-01-30,0,0,New Brunswick
46.5653,-66.4619,2020-01-31,0,0,New Brunswick
46.5653,-66.4619,2020-02-01,0,0,New Brunswick
46.5653,-66.4619,2020-02-02,0,0,New Brunswick
46.5653,-66.4619,2020-02-03,0,0,New Brunswick
46.5653,-66.4619,2020-02-04,0,0,New Brunswick
46.5653,-66.4619,2020-02-05,0,0,New Brunswick
46.5653,-66.4619,2020-02-06,0,0,New Brunswick
46.5653,-66.4619,2020-02-07,0,0,New Brunswick
46.5653,-66.4619,2020-02-08,0,0,New Brunswick
46.5653,-66.4619,2020-02-09,0,0,New Brunswick
46.5653,-66.4619,2020-02-10,0,0,New Brunswick
46.5653,-66.4619,2020-02-11,0,0,New Brunswick
46.5653,-66.4619,2020-02-12,0,0,New Brunswick
46.5653,-66.4619,2020-02-13,0,0,New Brunswick
46.5653,-66.4619,2020-02-14,0,0,New Brunswick
46.5653,-66.4619,2020-02-15,0,0,New Brunswick
46.5653,-66.4619,2020-02-16,0,0,New Brunswick
46.5653,-66.4619,2020-02-17,0,0,New Brunswick
46.5653,-66.4619,2020-02-18,0,0,New Brunswick
46.5653,-66.4619,2020-02-19,0,0,New Brunswick
46.5653,-66.4619,2020-02-20,0,0,New Brunswick
46.5653,-66.4619,2020-02-21,0,0,New Brunswick
46.5653,-66.4619,2020-02-22,0,0,New Brunswick
46.5653,-66.4619,2020-02-23,0,0,New Brunswick
46.5653,-66.4619,2020-02-24,0,0,New Brunswick
46.5653,-66.4619,2020-02-25,0,0,New Brunswick
46.5653,-66.4619,2020-02-26,0,0,New Brunswick
46.5653,-66.4619,2020-02-27,0,0,New Brunswick
46.5653,-66.4619,2020-02-28,0,0,New Brunswick
46.5653,-66.4619,2020-02-29,0,0,New Brunswick
46.5653,-66.4619,2020-03-01,0,0,New Brunswick
46.5653,-66.4619,2020-03-02,0,0,New Brunswick
46.5653,-66.4619,2020-03-03,0,0,New Brunswick
46.5653,-66.4619,2020-03-04,0,0,New Brunswick
46.5653,-66.4619,2020-03-05,0,0,New Brunswick
46.5653,-66.4619,2020-03-06,0,0,New Brunswick
46.5653,-66.4619,2020-03-07,0,0,New Brunswick
46.5653,-66.4619,2020-03-08,0,0,New Brunswick
46.5653,-66.4619,2020-03-09,0,0,New Brunswick
46.5653,-66.4619,2020-03-10,0,0,New Brunswick
46.5653,-66.4619,2020-03-11,1,0,New Brunswick
46.5653,-66.4619,2020-03-12,1,0,New Brunswick
46.5653,-66.4619,2020-03-13,1,0,New Brunswick
46.5653,-66.4619,2020-03-14,1,0,New Brunswick
46.5653,-66.4619,2020-03-15,2,0,New Brunswick
46.5653,-66.4619,2020-03-16,6,0,New Brunswick
46.5653,-66.4619,2020-03-17,8,0,New Brunswick
46.5653,-66.4619,2020-03-18,11,0,New Brunswick
46.5653,-66.4619,2020-03-19,11,0,New Brunswick
46.5653,-66.4619,2020-03-20,11,0,New Brunswick
46.5653,-66.4619,2020-03-21,17,0,New Brunswick
46.5653,-66.4619,2020-03-22,17,0,New Brunswick
46.5653,-66.4619,2020-03-23,17,0,New Brunswick
46.5653,-66.4619,2020-03-24,18,0,New Brunswick
46.5653,-66.4619,2020-03-25,18,0,New Brunswick
46.5653,-66.4619,2020-03-26,33,0,New Brunswick
46.5653,-66.4619,2020-03-27,45,0,New Brunswick
46.5653,-66.4619,2020-03-28,51,0,New Brunswick
46.5653,-66.4619,2020-03-29,66,0,New Brunswick
46.5653,-66.4619,2020-03-30,68,0,New Brunswick
46.5653,-66.4619,2020-03-31,70,0,New Brunswick
46.5653,-66.4619,2020-04-01,81,0,New Brunswick
46.5653,-66.4619,2020-04-02,91,0,New Brunswick
46.5653,-66.4619,2020-04-03,91,0,New Brunswick
46.5653,-66.4619,2020-04-04,91,0,New Brunswick
46.5653,-66.4619,2020-04-05,98,0,New Brunswick
46.5653,-66.4619,2020-04-06,103,0,New Brunswick
46.5653,-66.4619,2020-04-07,105,0,New Brunswick
46.5653,-66.4619,2020-04-08,105,0,New Brunswick
46.5653,-66.4619,2020-04-09,108,0,New Brunswick
46.5653,-66.4619,2020-04-10,112,0,New Brunswick
46.5653,-66.4619,2020-04-11,112,0,New Brunswick
46.5653,-66.4619,2020-04-12,114,0,New Brunswick
46.5653,-66.4619,2020-04-13,116,0,New Brunswick
46.5653,-66.4619,2020-04-14,116,0,New Brunswick
46.5653,-66.4619,2020-04-15,117,0,New Brunswick
46.5653,-66.4619,2020-04-16,117,0,New Brunswick
46.5653,-66.4619,2020-04-17,117,0,New Brunswick
46.5653,-66.4619,2020-04-18,117,0,New Brunswick
46.5653,-66.4619,2020-04-19,118,0,New Brunswick
46.5653,-66.4619,2020-04-20,118,0,New Brunswick
46.5653,-66.4619,2020-04-21,118,0,New Brunswick
46.5653,-66.4619,2020-04-22,118,0,New Brunswick
46.5653,-66.4619,2020-04-23,118,0,New Brunswick
46.5653,-66.4619,2020-04-24,118,0,New Brunswick
46.5653,-66.4619,2020-04-25,118,0,New Brunswick
46.5653,-66.4619,2020-04-26,118,0,New Brunswick
46.5653,-66.4619,2020-04-27,118,0,New Brunswick
46.5653,-66.4619,2020-04-28,118,0,New Brunswick
46.5653,-66.4619,2020-04-29,118,0,New Brunswick
46.5653,-66.4619,2020-04-30,118,0,New Brunswick
46.5653,-66.4619,2020-05-01,118,0,New Brunswick
46.5653,-66.4619,2020-05-02,118,0,New Brunswick
46.5653,-66.4619,2020-05-03,118,0,New Brunswick
46.5653,-66.4619,2020-05-04,118,0,New Brunswick
46.5653,-66.4619,2020-05-05,119,0,New Brunswick
46.5653,-66.4619,2020-05-06,120,0,New Brunswick
46.5653,-66.4619,2020-05-07,120,0,New Brunswick
46.5653,-66.4619,2020-05-08,120,0,New Brunswick
46.5653,-66.4619,2020-05-09,120,0,New Brunswick
46.5653,-66.4619,2020-05-10,120,0,New Brunswick
46.5653,-66.4619,2020-05-11,120,0,New Brunswick
46.5653,-66.4619,2020-05-12,120,0,New Brunswick
46.5653,-66.4619,2020-05-13,120,0,New Brunswick
46.5653,-66.4619,2020-05-14,120,0,New Brunswick
46.5653,-66.4619,2020-05-15,120,0,New Brunswick
46.5653,-66.4619,2020-05-16,120,0,New Brunswick
46.5653,-66.4619,2020-05-17,120,0,New Brunswick
46.5653,-66.4619,2020-05-18,120,0,New Brunswick
46.5653,-66.4619,2020-05-19,120,0,New Brunswick
46.5653,-66.4619,2020-05-20,120,0,New Brunswick
46.5653,-66.4619,2020-05-21,121,0,New Brunswick
46.5653,-66.4619,2020-05-22,121,0,New Brunswick
46.5653,-66.4619,2020-05-23,121,0,New Brunswick
46.5653,-66.4619,2020-05-24,121,0,New Brunswick
46.5653,-66.4619,2020-05-25,121,0,New Brunswick
46.5653,-66.4619,2020-05-26,122,0,New Brunswick
46.5653,-66.4619,2020-05-27,123,0,New Brunswick
46.5653,-66.4619,2020-05-28,126,0,New Brunswick
46.5653,-66.4619,2020-05-29,128,0,New Brunswick
46.5653,-66.4619,2020-05-30,129,0,New Brunswick
46.5653,-66.4619,2020-05-31,132,0,New Brunswick
46.5653,-66.4619,2020-06-01,132,0,New Brunswick
46.5653,-66.4619,2020-06-02,133,0,New Brunswick
46.5653,-66.4619,2020-06-03,135,0,New Brunswick
46.5653,-66.4619,2020-06-04,136,1,New Brunswick
46.5653,-66.4619,2020-06-05,136,1,New Brunswick
46.5653,-66.4619,2020-06-06,136,1,New Brunswick
46.5653,-66.4619,2020-06-07,137,1,New Brunswick
46.5653,-66.4619,2020-06-08,146,1,New Brunswick
46.5653,-66.4619,2020-06-09,147,1,New Brunswick
46.5653,-66.4619,2020-06-10,151,1,New Brunswick
46.5653,-66.4619,2020-06-11,153,1,New Brunswick
46.5653,-66.4619,2020-06-12,154,1,New Brunswick
46.5653,-66.4619,2020-06-13,157,2,New Brunswick
46.5653,-66.4619,2020-06-14,157,2,New Brunswick
46.5653,-66.4619,2020-06-15,160,2,New Brunswick
46.5653,-66.4619,2020-06-16,163,2,New Brunswick
46.5653,-66.4619,2020-06-17,164,2,New Brunswick
46.5653,-66.4619,2020-06-18,164,2,New Brunswick
46.5653,-66.4619,2020-06-19,164,2,New Brunswick
46.5653,-66.4619,2020-06-20,164,2,New Brunswick
46.5653,-66.4619,2020-06-21,164,2,New Brunswick
46.5653,-66.4619,2020-06-22,164,2,New Brunswick
53.1355,-57.6604,2020-01-22,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-23,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-24,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-25,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-26,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-27,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-28,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-29,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-30,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-01-31,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-01,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-02,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-03,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-04,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-05,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-06,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-07,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-08,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-09,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-10,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-11,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-12,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-13,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-14,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-15,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-16,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-17,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-18,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-19,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-20,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-21,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-22,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-23,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-24,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-25,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-26,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-27,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-28,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-02-29,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-01,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-02,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-03,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-04,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-05,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-06,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-07,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-08,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-09,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-10,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-11,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-12,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-13,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-14,0,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-15,1,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-16,1,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-17,3,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-18,3,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-19,3,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-20,4,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-21,6,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-22,9,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-23,24,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-24,35,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-25,35,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-26,82,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-27,102,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-28,120,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-29,135,0,Newfoundland and Labrador
53.1355,-57.6604,2020-03-30,148,1,Newfoundland and Labrador
53.1355,-57.6604,2020-03-31,152,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-01,175,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-02,183,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-03,195,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-04,195,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-05,217,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-06,226,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-07,228,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-08,228,1,Newfoundland and Labrador
53.1355,-57.6604,2020-04-09,232,2,Newfoundland and Labrador
53.1355,-57.6604,2020-04-10,239,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-11,241,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-12,242,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-13,244,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-14,244,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-15,247,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-16,252,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-17,256,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-18,257,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-19,257,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-20,257,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-21,257,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-22,256,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-23,256,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-24,256,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-25,257,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-26,258,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-27,258,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-28,258,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-29,258,3,Newfoundland and Labrador
53.1355,-57.6604,2020-04-30,258,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-01,259,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-02,259,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-03,259,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-04,259,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-05,259,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-06,259,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-07,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-08,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-09,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-10,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-11,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-12,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-13,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-14,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-15,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-16,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-17,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-18,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-19,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-20,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-21,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-22,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-23,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-24,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-25,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-26,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-27,260,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-28,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-29,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-30,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-05-31,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-01,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-02,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-03,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-04,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-05,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-06,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-07,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-08,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-09,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-10,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-11,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-12,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-13,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-14,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-15,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-16,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-17,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-18,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-19,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-20,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-21,261,3,Newfoundland and Labrador
53.1355,-57.6604,2020-06-22,261,3,Newfoundland and Labrador
44.682,-63.7443,2020-01-22,0,0,Nova Scotia
44.682,-63.7443,2020-01-23,0,0,Nova Scotia
44.682,-63.7443,2020-01-24,0,0,Nova Scotia
44.682,-63.7443,2020-01-25,0,0,Nova Scotia
44.682,-63.7443,2020-01-26,0,0,Nova Scotia
44.682,-63.7443,2020-01-27,0,0,Nova Scotia
44.682,-63.7443,2020-01-28,0,0,Nova Scotia
44.682,-63.7443,2020-01-29,0,0,Nova Scotia
44.682,-63.7443,2020-01-30,0,0,Nova Scotia
44.682,-63.7443,2020-01-31,0,0,Nova Scotia
44.682,-63.7443,2020-02-01,0,0,Nova Scotia
44.682,-63.7443,2020-02-02,0,0,Nova Scotia
44.682,-63.7443,2020-02-03,0,0,Nova Scotia
44.682,-63.7443,2020-02-04,0,0,Nova Scotia
44.682,-63.7443,2020-02-05,0,0,Nova Scotia
44.682,-63.7443,2020-02-06,0,0,Nova Scotia
44.682,-63.7443,2020-02-07,0,0,Nova Scotia
44.682,-63.7443,2020-02-08,0,0,Nova Scotia
44.682,-63.7443,2020-02-09,0,0,Nova Scotia
44.682,-63.7443,2020-02-10,0,0,Nova Scotia
44.682,-63.7443,2020-02-11,0,0,Nova Scotia
44.682,-63.7443,2020-02-12,0,0,Nova Scotia
44.682,-63.7443,2020-02-13,0,0,Nova Scotia
44.682,-63.7443,2020-02-14,0,0,Nova Scotia
44.682,-63.7443,2020-02-15,0,0,Nova Scotia
44.682,-63.7443,2020-02-16,0,0,Nova Scotia
44.682,-63.7443,2020-02-17,0,0,Nova Scotia
44.682,-63.7443,2020-02-18,0,0,Nova Scotia
44.682,-63.7443,2020-02-19,0,0,Nova Scotia
44.682,-63.7443,2020-02-20,0,0,Nova Scotia
44.682,-63.7443,2020-02-21,0,0,Nova Scotia
44.682,-63.7443,2020-02-22,0,0,Nova Scotia
44.682,-63.7443,2020-02-23,0,0,Nova Scotia
44.682,-63.7443,2020-02-24,0,0,Nova Scotia
44.682,-63.7443,2020-02-25,0,0,Nova Scotia
44.682,-63.7443,2020-02-26,0,0,Nova Scotia
44.682,-63.7443,2020-02-27,0,0,Nova Scotia
44.682,-63.7443,2020-02-28,0,0,Nova Scotia
44.682,-63.7443,2020-02-29,0,0,Nova Scotia
44.682,-63.7443,2020-03-01,0,0,Nova Scotia
44.682,-63.7443,2020-03-02,0,0,Nova Scotia
44.682,-63.7443,2020-03-03,0,0,Nova Scotia
44.682,-63.7443,2020-03-04,0,0,Nova Scotia
44.682,-63.7443,2020-03-05,0,0,Nova Scotia
44.682,-63.7443,2020-03-06,0,0,Nova Scotia
44.682,-63.7443,2020-03-07,0,0,Nova Scotia
44.682,-63.7443,2020-03-08,0,0,Nova Scotia
44.682,-63.7443,2020-03-09,0,0,Nova Scotia
44.682,-63.7443,2020-03-10,0,0,Nova Scotia
44.682,-63.7443,2020-03-11,0,0,Nova Scotia
44.682,-63.7443,2020-03-12,0,0,Nova Scotia
44.682,-63.7443,2020-03-13,0,0,Nova Scotia
44.682,-63.7443,2020-03-14,0,0,Nova Scotia
44.682,-63.7443,2020-03-15,0,0,Nova Scotia
44.682,-63.7443,2020-03-16,5,0,Nova Scotia
44.682,-63.7443,2020-03-17,7,0,Nova Scotia
44.682,-63.7443,2020-03-18,12,0,Nova Scotia
44.682,-63.7443,2020-03-19,14,0,Nova Scotia
44.682,-63.7443,2020-03-20,15,0,Nova Scotia
44.682,-63.7443,2020-03-21,21,0,Nova Scotia
44.682,-63.7443,2020-03-22,28,0,Nova Scotia
44.682,-63.7443,2020-03-23,41,0,Nova Scotia
44.682,-63.7443,2020-03-24,51,0,Nova Scotia
